year,pcode,zone_name,level,parent_pcode,sector,sub_sector,volume,unit,surface_area,yield,producer_count,average_price,description
2021,CM00210,Nyong-et-So'o,DEPARTEMENT,CM002,Agriculture,Ananas,11054,Tonnes,603,18.31,5644,156,Production de Ananas en 2021
2021,CM00210,Nyong-et-So'o,DEPARTEMENT,CM002,Elevage,Volailles,13397,Têtes,0,0,1574,3648,Production de Volailles en 2021
2021,CM00210,Nyong-et-So'o,DEPARTEMENT,CM002,Elevage,Porcins,19487,Têtes,0,0,1778,47957,Production de Porcins en 2021
2021,CM00210,Nyong-et-So'o,DEPARTEMENT,CM002,Peche,Pêche Continentale,15364,Tonnes,0,0,7594,1563,Production de Pêche Continentale en 2021
2021,CM00210,Nyong-et-So'o,DEPARTEMENT,CM002,Peche,Aquaculture,15698,Tonnes,0,0,6391,2428,Production de Aquaculture en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Cacao,2205,Tonnes,4240,0.52,1124,1479,Production de Cacao en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Café,2788,Tonnes,6800,0.41,1170,1151,Production de Café en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Maïs,3673,Tonnes,1576,2.33,1675,249,Production de Maïs en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Manioc,2826,Tonnes,249,11.34,1482,152,Production de Manioc en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Banane,2817,Tonnes,204,13.78,1613,199,Production de Banane en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Arachide,3087,Tonnes,2707,1.14,1821,502,Production de Arachide en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Palmier à huile,2928,Tonnes,365,8.02,1704,86,Production de Palmier à huile en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Agriculture,Ananas,3607,Tonnes,164,21.95,2000,155,Production de Ananas en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Elevage,Volailles,3534,Têtes,0,0,326,3625,Production de Volailles en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Elevage,Porcins,2226,Têtes,0,0,206,48918,Production de Porcins en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Peche,Pêche Continentale,2959,Tonnes,0,0,1333,1551,Production de Pêche Continentale en 2021
2021,CM0021001,Mbalmayo,ARRONDISSEMENT,CM00210,Peche,Aquaculture,3513,Tonnes,0,0,1474,2478,Production de Aquaculture en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Cacao,2558,Tonnes,4650,0.55,1103,1521,Production de Cacao en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Café,3207,Tonnes,7458,0.43,1443,1204,Production de Café en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Maïs,2319,Tonnes,862,2.69,1183,258,Production de Maïs en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Manioc,2354,Tonnes,197,11.93,1221,151,Production de Manioc en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Banane,2677,Tonnes,177,15.05,1263,190,Production de Banane en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Arachide,3235,Tonnes,2813,1.15,1695,475,Production de Arachide en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Palmier à huile,3853,Tonnes,490,7.85,1771,90,Production de Palmier à huile en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Agriculture,Ananas,3602,Tonnes,172,20.92,2100,154,Production de Ananas en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Elevage,Volailles,3898,Têtes,0,0,380,3546,Production de Volailles en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Elevage,Porcins,3341,Têtes,0,0,274,49101,Production de Porcins en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Peche,Pêche Continentale,2118,Tonnes,0,0,1138,1520,Production de Pêche Continentale en 2021
2021,CM0021002,Ngomedzap,ARRONDISSEMENT,CM00210,Peche,Aquaculture,3392,Tonnes,0,0,1894,2572,Production de Aquaculture en 2021
2021,CM003,Est,REGION,CMR,Agriculture,Cacao,69584,Tonnes,148051,0.47,28475,1544,Production de Cacao en 2021
2021,CM003,Est,REGION,CMR,Agriculture,Café,76855,Tonnes,187451,0.41,31449,1160,Production de Café en 2021
2021,CM003,Est,REGION,CMR,Agriculture,Manioc,76798,Tonnes,6643,11.56,32162,150,Production de Manioc en 2021
2021,CM003,Est,REGION,CMR,Agriculture,Arachide,92654,Tonnes,83472,1.11,50416,476,Production de Arachide en 2021
2021,CM003,Est,REGION,CMR,Elevage,Bovins,78745,Têtes,0,0,6949,383784,Production de Bovins en 2021
2021,CM003,Est,REGION,CMR,Peche,Pêche Continentale,61449,Tonnes,0,0,32242,1484,Production de Pêche Continentale en 2021
2021,CM00301,Boumba-et-Ngoko,DEPARTEMENT,CM003,Agriculture,Cacao,11974,Tonnes,22174,0.54,6898,1546,Production de Cacao en 2021
2021,CM00301,Boumba-et-Ngoko,DEPARTEMENT,CM003,Agriculture,Café,15250,Tonnes,35465,0.43,7310,1242,Production de Café en 2021
2021,CM00301,Boumba-et-Ngoko,DEPARTEMENT,CM003,Agriculture,Manioc,14209,Tonnes,1144,12.42,6548,153,Production de Manioc en 2021
2021,CM00301,Boumba-et-Ngoko,DEPARTEMENT,CM003,Agriculture,Arachide,13291,Tonnes,10548,1.26,6916,509,Production de Arachide en 2021
2021,CM00301,Boumba-et-Ngoko,DEPARTEMENT,CM003,Elevage,Bovins,13070,Têtes,0,0,1402,388205,Production de Bovins en 2021
2021,CM00301,Boumba-et-Ngoko,DEPARTEMENT,CM003,Peche,Pêche Continentale,18114,Tonnes,0,0,8750,1480,Production de Pêche Continentale en 2021
2021,CM0030101,Yokadouma,ARRONDISSEMENT,CM00301,Agriculture,Cacao,3878,Tonnes,8251,0.47,2120,1456,Production de Cacao en 2021
2021,CM0030101,Yokadouma,ARRONDISSEMENT,CM00301,Agriculture,Café,2750,Tonnes,6250,0.44,1542,1198,Production de Café en 2021
2021,CM0030101,Yokadouma,ARRONDISSEMENT,CM00301,Agriculture,Manioc,2340,Tonnes,185,12.61,1242,156,Production de Manioc en 2021
2021,CM0030101,Yokadouma,ARRONDISSEMENT,CM00301,Agriculture,Arachide,2831,Tonnes,2505,1.13,1174,501,Production de Arachide en 2021
2021,CM0030101,Yokadouma,ARRONDISSEMENT,CM00301,Elevage,Bovins,3021,Têtes,0,0,280,398159,Production de Bovins en 2021
2021,CM0030101,Yokadouma,ARRONDISSEMENT,CM00301,Peche,Pêche Continentale,3739,Tonnes,0,0,2050,1539,Production de Pêche Continentale en 2021
2021,CM0030102,Gari-Gombo,ARRONDISSEMENT,CM00301,Agriculture,Cacao,2442,Tonnes,5308,0.46,1104,1432,Production de Cacao en 2021
2021,CM0030102,Gari-Gombo,ARRONDISSEMENT,CM00301,Agriculture,Café,2757,Tonnes,7255,0.38,1420,1240,Production de Café en 2021
2021,CM0030102,Gari-Gombo,ARRONDISSEMENT,CM00301,Agriculture,Manioc,2381,Tonnes,197,12.07,1312,152,Production de Manioc en 2021
2021,CM0030102,Gari-Gombo,ARRONDISSEMENT,CM00301,Agriculture,Arachide,3661,Tonnes,2952,1.24,1481,482,Production de Arachide en 2021
2021,CM0030102,Gari-Gombo,ARRONDISSEMENT,CM00301,Elevage,Bovins,2360,Têtes,0,0,228,404215,Production de Bovins en 2021
2021,CM0030102,Gari-Gombo,ARRONDISSEMENT,CM00301,Peche,Pêche Continentale,3035,Tonnes,0,0,1790,1507,Production de Pêche Continentale en 2021
2021,CM00302,Haut-Nyong,DEPARTEMENT,CM003,Agriculture,Cacao,15434,Tonnes,29680,0.52,7005,1443,Production de Cacao en 2021
2021,CM00302,Haut-Nyong,DEPARTEMENT,CM003,Agriculture,Café,17199,Tonnes,42997,0.4,9239,1248,Production de Café en 2021
2021,CM00302,Haut-Nyong,DEPARTEMENT,CM003,Agriculture,Manioc,14253,Tonnes,1117,12.75,8330,152,Production de Manioc en 2021
2021,CM00302,Haut-Nyong,DEPARTEMENT,CM003,Agriculture,Arachide,15689,Tonnes,13074,1.2,8950,490,Production de Arachide en 2021
2021,CM00302,Haut-Nyong,DEPARTEMENT,CM003,Elevage,Bovins,17551,Têtes,0,0,1783,414003,Production de Bovins en 2021
2021,CM00302,Haut-Nyong,DEPARTEMENT,CM003,Peche,Pêche Continentale,14029,Tonnes,0,0,6051,1528,Production de Pêche Continentale en 2021
2021,CM0030201,Abong-Mbang,ARRONDISSEMENT,CM00302,Agriculture,Cacao,2459,Tonnes,4553,0.54,1407,1502,Production de Cacao en 2021
2021,CM0030201,Abong-Mbang,ARRONDISSEMENT,CM00302,Agriculture,Café,3402,Tonnes,8723,0.39,1867,1237,Production de Café en 2021
2021,CM0030201,Abong-Mbang,ARRONDISSEMENT,CM00302,Agriculture,Manioc,2103,Tonnes,163,12.87,865,151,Production de Manioc en 2021
2021,CM0030201,Abong-Mbang,ARRONDISSEMENT,CM00302,Agriculture,Arachide,3607,Tonnes,2817,1.28,1800,505,Production de Arachide en 2021
2021,CM0030201,Abong-Mbang,ARRONDISSEMENT,CM00302,Elevage,Bovins,2159,Têtes,0,0,231,385397,Production de Bovins en 2021
2021,CM0030201,Abong-Mbang,ARRONDISSEMENT,CM00302,Peche,Pêche Continentale,3549,Tonnes,0,0,1810,1546,Production de Pêche Continentale en 2021
2021,CM0030202,Doumaintang,ARRONDISSEMENT,CM00302,Agriculture,Cacao,2914,Tonnes,6334,0.46,1649,1554,Production de Cacao en 2021
2021,CM0030202,Doumaintang,ARRONDISSEMENT,CM00302,Agriculture,Café,2691,Tonnes,7081,0.38,1430,1231,Production de Café en 2021
2021,CM0030202,Doumaintang,ARRONDISSEMENT,CM00302,Agriculture,Manioc,2759,Tonnes,220,12.51,1394,144,Production de Manioc en 2021
2021,CM0030202,Doumaintang,ARRONDISSEMENT,CM00302,Agriculture,Arachide,2674,Tonnes,2387,1.12,1435,475,Production de Arachide en 2021
2021,CM0030202,Doumaintang,ARRONDISSEMENT,CM00302,Elevage,Bovins,2277,Têtes,0,0,182,395354,Production de Bovins en 2021
2021,CM0030202,Doumaintang,ARRONDISSEMENT,CM00302,Peche,Pêche Continentale,3691,Tonnes,0,0,1934,1516,Production de Pêche Continentale en 2021
2021,CM0030203,Lomié,ARRONDISSEMENT,CM00302,Agriculture,Cacao,3375,Tonnes,6367,0.53,1839,1548,Production de Cacao en 2021
2021,CM0030203,Lomié,ARRONDISSEMENT,CM00302,Agriculture,Café,2430,Tonnes,5785,0.42,1044,1200,Production de Café en 2021
2021,CM0030203,Lomié,ARRONDISSEMENT,CM00302,Agriculture,Manioc,3179,Tonnes,251,12.66,1411,144,Production de Manioc en 2021
2021,CM0030203,Lomié,ARRONDISSEMENT,CM00302,Agriculture,Arachide,2394,Tonnes,2156,1.11,1355,511,Production de Arachide en 2021
2021,CM0030203,Lomié,ARRONDISSEMENT,CM00302,Elevage,Bovins,2757,Têtes,0,0,318,411060,Production de Bovins en 2021
2021,CM0030203,Lomié,ARRONDISSEMENT,CM00302,Peche,Pêche Continentale,2936,Tonnes,0,0,1491,1518,Production de Pêche Continentale en 2021
2021,CM00303,Kadey,DEPARTEMENT,CM003,Agriculture,Cacao,16787,Tonnes,32282,0.52,9310,1444,Production de Cacao en 2021
2021,CM00303,Kadey,DEPARTEMENT,CM003,Agriculture,Café,15537,Tonnes,40886,0.38,6354,1237,Production de Café en 2021
2021,CM00303,Kadey,DEPARTEMENT,CM003,Agriculture,Manioc,11826,Tonnes,913,12.95,5523,150,Production de Manioc en 2021
2021,CM00303,Kadey,DEPARTEMENT,CM003,Agriculture,Arachide,15646,Tonnes,12223,1.28,6888,497,Production de Arachide en 2021
2021,CM00303,Kadey,DEPARTEMENT,CM003,Elevage,Bovins,11124,Têtes,0,0,1048,390304,Production de Bovins en 2021
2021,CM00303,Kadey,DEPARTEMENT,CM003,Peche,Pêche Continentale,16304,Tonnes,0,0,9522,1565,Production de Pêche Continentale en 2021
2021,CM0030301,Batouri,ARRONDISSEMENT,CM00303,Agriculture,Cacao,2697,Tonnes,5618,0.48,1169,1452,Production de Cacao en 2021
2021,CM0030301,Batouri,ARRONDISSEMENT,CM00303,Agriculture,Café,3896,Tonnes,10252,0.38,1992,1143,Production de Café en 2021
2021,CM0030301,Batouri,ARRONDISSEMENT,CM00303,Agriculture,Manioc,2869,Tonnes,238,12.02,1459,152,Production de Manioc en 2021
2021,CM0030301,Batouri,ARRONDISSEMENT,CM00303,Agriculture,Arachide,2250,Tonnes,1939,1.16,1302,506,Production de Arachide en 2021
2021,CM0030301,Batouri,ARRONDISSEMENT,CM00303,Elevage,Bovins,2846,Têtes,0,0,305,419617,Production de Bovins en 2021
2021,CM0030301,Batouri,ARRONDISSEMENT,CM00303,Peche,Pêche Continentale,2223,Tonnes,0,0,1040,1484,Production de Pêche Continentale en 2021
2021,CM0030302,Kette,ARRONDISSEMENT,CM00303,Agriculture,Cacao,2724,Tonnes,5675,0.48,1274,1518,Production de Cacao en 2021
2021,CM0030302,Kette,ARRONDISSEMENT,CM00303,Agriculture,Café,2252,Tonnes,5926,0.38,946,1246,Production de Café en 2021
2021,CM0030302,Kette,ARRONDISSEMENT,CM00303,Agriculture,Manioc,3726,Tonnes,314,11.83,2146,146,Production de Manioc en 2021
2021,CM0030302,Kette,ARRONDISSEMENT,CM00303,Agriculture,Arachide,3468,Tonnes,2647,1.31,1673,475,Production de Arachide en 2021
2021,CM0030302,Kette,ARRONDISSEMENT,CM00303,Elevage,Bovins,3013,Têtes,0,0,344,407248,Production de Bovins en 2021
2021,CM0030302,Kette,ARRONDISSEMENT,CM00303,Peche,Pêche Continentale,3364,Tonnes,0,0,1927,1482,Production de Pêche Continentale en 2021
2021,CM00304,Lom-et-Djérem,DEPARTEMENT,CM003,Agriculture,Cacao,12593,Tonnes,24217,0.52,5126,1477,Production de Cacao en 2021
2021,CM00304,Lom-et-Djérem,DEPARTEMENT,CM003,Agriculture,Café,12502,Tonnes,34727,0.36,5718,1220,Production de Café en 2021
2021,CM00304,Lom-et-Djérem,DEPARTEMENT,CM003,Agriculture,Manioc,11519,Tonnes,915,12.58,4771,155,Production de Manioc en 2021
2021,CM00304,Lom-et-Djérem,DEPARTEMENT,CM003,Agriculture,Arachide,17421,Tonnes,14517,1.2,7947,489,Production de Arachide en 2021
2021,CM00304,Lom-et-Djérem,DEPARTEMENT,CM003,Elevage,Bovins,19168,Têtes,0,0,1571,405810,Production de Bovins en 2021
2021,CM00304,Lom-et-Djérem,DEPARTEMENT,CM003,Peche,Pêche Continentale,11295,Tonnes,0,0,6268,1485,Production de Pêche Continentale en 2021
2021,CM0030401,Bertoua I,ARRONDISSEMENT,CM00304,Agriculture,Cacao,2665,Tonnes,5438,0.49,1267,1540,Production de Cacao en 2021
2021,CM0030401,Bertoua I,ARRONDISSEMENT,CM00304,Agriculture,Café,3771,Tonnes,9923,0.38,2134,1182,Production de Café en 2021
2021,CM0030401,Bertoua I,ARRONDISSEMENT,CM00304,Agriculture,Manioc,3378,Tonnes,303,11.12,1968,150,Production de Manioc en 2021
2021,CM0030401,Bertoua I,ARRONDISSEMENT,CM00304,Agriculture,Arachide,2585,Tonnes,2287,1.13,1064,484,Production de Arachide en 2021
2021,CM0030401,Bertoua I,ARRONDISSEMENT,CM00304,Elevage,Bovins,2249,Têtes,0,0,269,380332,Production de Bovins en 2021
2021,CM0030401,Bertoua I,ARRONDISSEMENT,CM00304,Peche,Pêche Continentale,3146,Tonnes,0,0,1642,1451,Production de Pêche Continentale en 2021
2021,CM0030402,Bertoua II,ARRONDISSEMENT,CM00304,Agriculture,Cacao,3787,Tonnes,7574,0.5,2097,1511,Production de Cacao en 2021
2021,CM0030402,Bertoua II,ARRONDISSEMENT,CM00304,Agriculture,Café,2666,Tonnes,7405,0.36,1143,1238,Production de Café en 2021
2021,CM0030402,Bertoua II,ARRONDISSEMENT,CM00304,Agriculture,Manioc,2278,Tonnes,184,12.35,1344,156,Production de Manioc en 2021
2021,CM0030402,Bertoua II,ARRONDISSEMENT,CM00304,Agriculture,Arachide,2571,Tonnes,2008,1.28,1525,505,Production de Arachide en 2021
2021,CM0030402,Bertoua II,ARRONDISSEMENT,CM00304,Elevage,Bovins,2524,Têtes,0,0,255,419900,Production de Bovins en 2021
2021,CM0030402,Bertoua II,ARRONDISSEMENT,CM00304,Peche,Pêche Continentale,3888,Tonnes,0,0,1830,1467,Production de Pêche Continentale en 2021
2021,CM0030403,Garoua-Boulaï,ARRONDISSEMENT,CM00304,Agriculture,Cacao,3746,Tonnes,7345,0.51,1714,1528,Production de Cacao en 2021
2021,CM0030403,Garoua-Boulaï,ARRONDISSEMENT,CM00304,Agriculture,Café,3752,Tonnes,9620,0.39,1860,1225,Production de Café en 2021
2021,CM0030403,Garoua-Boulaï,ARRONDISSEMENT,CM00304,Agriculture,Manioc,3799,Tonnes,337,11.26,1741,153,Production de Manioc en 2021
2021,CM0030403,Garoua-Boulaï,ARRONDISSEMENT,CM00304,Agriculture,Arachide,3598,Tonnes,3241,1.11,1888,519,Production de Arachide en 2021
2021,CM0030403,Garoua-Boulaï,ARRONDISSEMENT,CM00304,Elevage,Bovins,2600,Têtes,0,0,253,397033,Production de Bovins en 2021
2021,CM0030403,Garoua-Boulaï,ARRONDISSEMENT,CM00304,Peche,Pêche Continentale,3806,Tonnes,0,0,1559,1465,Production de Pêche Continentale en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Agriculture,Coton,93565,Tonnes,71973,1.3,40435,352,Production de Coton en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Agriculture,Maïs,103996,Tonnes,39998,2.6,45703,246,Production de Maïs en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Agriculture,Riz,77180,Tonnes,27368,2.82,40933,436,Production de Riz en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Agriculture,Sorgho,93247,Tonnes,68563,1.36,46407,191,Production de Sorgho en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Agriculture,Oignon,65352,Tonnes,4457,14.66,27041,298,Production de Oignon en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Agriculture,Arachide,79651,Tonnes,71757,1.11,33374,495,Production de Arachide en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Elevage,Bovins,76136,Têtes,0,0,6753,394871,Production de Bovins en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Elevage,Petits Ruminants,68893,Têtes,0,0,8236,40745,Production de Petits Ruminants en 2021
2021,CM004,Extrême-Nord,REGION,CMR,Peche,Pêche Continentale,91067,Tonnes,0,0,51450,1525,Production de Pêche Continentale en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Agriculture,Coton,16767,Tonnes,15382,1.09,7557,353,Production de Coton en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Agriculture,Maïs,13174,Tonnes,4952,2.66,7337,244,Production de Maïs en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Agriculture,Riz,11106,Tonnes,3702,3.0,5040,465,Production de Riz en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Agriculture,Sorgho,13225,Tonnes,9583,1.38,6638,204,Production de Sorgho en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Agriculture,Oignon,13104,Tonnes,794,16.5,6721,289,Production de Oignon en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Agriculture,Arachide,19183,Tonnes,17762,1.08,8251,488,Production de Arachide en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Elevage,Bovins,11601,Têtes,0,0,1369,401158,Production de Bovins en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Elevage,Petits Ruminants,14796,Têtes,0,0,1630,38841,Production de Petits Ruminants en 2021
2021,CM00401,Diamaré,DEPARTEMENT,CM004,Peche,Pêche Continentale,14501,Tonnes,0,0,7917,1448,Production de Pêche Continentale en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Agriculture,Coton,3113,Tonnes,2855,1.09,1348,355,Production de Coton en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Agriculture,Maïs,2949,Tonnes,1156,2.55,1576,258,Production de Maïs en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Agriculture,Riz,2904,Tonnes,1004,2.89,1680,450,Production de Riz en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Agriculture,Sorgho,2184,Tonnes,1475,1.48,1158,194,Production de Sorgho en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Agriculture,Oignon,3405,Tonnes,219,15.53,1784,288,Production de Oignon en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Agriculture,Arachide,3039,Tonnes,2575,1.18,1566,491,Production de Arachide en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Elevage,Bovins,2518,Têtes,0,0,220,407483,Production de Bovins en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Elevage,Petits Ruminants,3111,Têtes,0,0,361,40138,Production de Petits Ruminants en 2021
2021,CM0040101,Maroua I,ARRONDISSEMENT,CM00401,Peche,Pêche Continentale,3417,Tonnes,0,0,1988,1454,Production de Pêche Continentale en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Agriculture,Coton,3704,Tonnes,3036,1.22,1613,361,Production de Coton en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Agriculture,Maïs,2160,Tonnes,830,2.6,892,258,Production de Maïs en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Agriculture,Riz,3098,Tonnes,1090,2.84,1331,440,Production de Riz en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Agriculture,Sorgho,3629,Tonnes,2502,1.45,1863,200,Production de Sorgho en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Agriculture,Oignon,3602,Tonnes,242,14.85,1769,287,Production de Oignon en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Agriculture,Arachide,2141,Tonnes,1878,1.14,1230,513,Production de Arachide en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Elevage,Bovins,3094,Têtes,0,0,270,390554,Production de Bovins en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Elevage,Petits Ruminants,2515,Têtes,0,0,272,40617,Production de Petits Ruminants en 2021
2021,CM0040102,Maroua II,ARRONDISSEMENT,CM00401,Peche,Pêche Continentale,3559,Tonnes,0,0,1892,1446,Production de Pêche Continentale en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Agriculture,Coton,2248,Tonnes,1756,1.28,1079,354,Production de Coton en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Agriculture,Maïs,2560,Tonnes,1062,2.41,1172,244,Production de Maïs en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Agriculture,Riz,2687,Tonnes,949,2.83,1196,460,Production de Riz en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Agriculture,Sorgho,2670,Tonnes,1638,1.63,1509,202,Production de Sorgho en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Agriculture,Oignon,3048,Tonnes,218,13.94,1725,301,Production de Oignon en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Agriculture,Arachide,2202,Tonnes,1835,1.2,1130,497,Production de Arachide en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Elevage,Bovins,2760,Têtes,0,0,313,383528,Production de Bovins en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Elevage,Petits Ruminants,3040,Têtes,0,0,299,41539,Production de Petits Ruminants en 2021
2021,CM0040103,Maroua III,ARRONDISSEMENT,CM00401,Peche,Pêche Continentale,3841,Tonnes,0,0,1588,1515,Production de Pêche Continentale en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Agriculture,Coton,3849,Tonnes,3207,1.2,2220,365,Production de Coton en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Agriculture,Maïs,3323,Tonnes,1244,2.67,1651,255,Production de Maïs en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Agriculture,Riz,3847,Tonnes,1198,3.21,2139,450,Production de Riz en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Agriculture,Sorgho,3330,Tonnes,2430,1.37,1530,193,Production de Sorgho en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Agriculture,Oignon,3079,Tonnes,196,15.67,1327,290,Production de Oignon en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Agriculture,Arachide,3595,Tonnes,2995,1.2,1507,475,Production de Arachide en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Elevage,Bovins,2333,Têtes,0,0,195,399242,Production de Bovins en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Elevage,Petits Ruminants,2778,Têtes,0,0,263,38720,Production de Petits Ruminants en 2021
2021,CM0040104,Gazawa,ARRONDISSEMENT,CM00401,Peche,Pêche Continentale,3647,Tonnes,0,0,1581,1469,Production de Pêche Continentale en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Agriculture,Coton,13575,Tonnes,12120,1.12,6296,350,Production de Coton en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Agriculture,Maïs,15445,Tonnes,6657,2.32,8996,237,Production de Maïs en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Agriculture,Riz,14621,Tonnes,5094,2.87,7282,427,Production de Riz en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Agriculture,Sorgho,18181,Tonnes,11018,1.65,10205,190,Production de Sorgho en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Agriculture,Oignon,14896,Tonnes,1100,13.53,8318,308,Production de Oignon en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Agriculture,Arachide,12604,Tonnes,10331,1.22,5665,485,Production de Arachide en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Elevage,Bovins,19413,Têtes,0,0,1960,415923,Production de Bovins en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Elevage,Petits Ruminants,18397,Têtes,0,0,1769,41535,Production de Petits Ruminants en 2021
2021,CM00402,Logone-et-Chari,DEPARTEMENT,CM004,Peche,Pêche Continentale,14653,Tonnes,0,0,6937,1520,Production de Pêche Continentale en 2021
2021,CM0040201,Kousseri,ARRONDISSEMENT,CM00402,Agriculture,Coton,3287,Tonnes,2858,1.15,1601,346,Production de Coton en 2021
2021,CM0040201,Kousseri,ARRONDISSEMENT,CM00402,Agriculture,Maïs,2549,Tonnes,944,2.7,1496,246,Production de Maïs en 2021
2021,CM0040201,Kousseri,ARRONDISSEMENT,CM00402,Agriculture,Riz,2939,Tonnes,982,2.99,1459,459,Production de Riz en 2021
